MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR33;CONJUNCTIVE_CONTRACT;Test-02;12;5;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, confederation, maxHeight, minHeight, secondCitizenship];[];[];[countryOfBirth, maxYear, placeOfBirth];[];[];[maxAge];[];[];[dayBirth, yearBirth];[];[];[monthBirth];[];[];[];[]
MR101;CONJUNCTIVE_EXTEND;Test-04;9;3;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[yearBirth];[];[];[citizenship, confederation, dayBirth, minHeight];[];[];[monthBirth];[];[];[];[];[];[];[];[];[];[];[]
MR305;CONJUNCTIVE_CONTRACT;Test-11;9;3;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[countryOfBirth];[];[];[maxAge, maxHeight, maxYear, minAge, minYear, secondCitizenship];[];[];[dayBirth, monthBirth];[];[];[];[];[];[];[];[];[];[]
MR55;DISJOINT_EXTEND;Test-02;12;4;4;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation:FIFA, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[];[confederation:AFC];[];[];[confederation:CAF];[];[];[confederation:CONCACAF];[];[];[confederation:CONMEBOL];[];[];[];[];[];[]
MR355;CONJUNCTIVE_CONTRACT;Test-13;10;5;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[citizenship, confederation, countryOfBirth, dayBirth, monthBirth, secondCitizenship];[];[];[minAge];[];[];[minHeight];[];[];[maxAge];[];[];[exactSearch];[];[];[];[]
MR18;CONJUNCTIVE_EXTEND;Test-01;10;2;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[confederation, placeOfBirth];[];[];[maxHeight, maxYear, minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR104;CONJUNCTIVE_EXTEND;Test-04;9;3;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[citizenship, dayBirth, yearBirth];[];[];[confederation];[];[];[minHeight, monthBirth];[];[];[];[];[];[];[];[];[];[];[]
MR386;CONJUNCTIVE_CONTRACT;Test-14;10;2;10;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[minAge, minYear, placeOfBirth, yearBirth];[];[];[citizenship, countryOfBirth, dayBirth, maxHeight, maxYear, minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR244;CONJUNCTIVE_CONTRACT;Test-09;10;3;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[dayBirth, exactSearch, maxAge, minHeight, placeOfBirth];[];[];[countryOfBirth, monthBirth];[];[];[citizenship, maxHeight, maxYear];[];[];[];[];[];[];[];[];[];[]
MR415;CONJUNCTIVE_CONTRACT;Test-15;10;4;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[citizenship, confederation, countryOfBirth, secondCitizenship];[];[];[maxYear];[];[];[minAge, minYear, monthBirth];[];[];[maxHeight, yearBirth];[];[];[];[];[];[];[]
MR372;CONJUNCTIVE_EXTEND;Test-13;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxYear];[];[];[maxHeight, placeOfBirth, yearBirth];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[]
MR401;CONJUNCTIVE_EXTEND;Test-14;10;4;5;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[monthBirth];[];[];[confederation, exactSearch];[];[];[secondCitizenship];[];[];[maxAge];[];[];[];[];[];[];[];[]
MR338;CONJUNCTIVE_CONTRACT;Test-12;13;2;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, dayBirth, maxAge, minAge, minHeight, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[countryOfBirth, maxHeight, maxYear, minYear];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR277;CONJUNCTIVE_CONTRACT;Test-10;9;3;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[countryOfBirth, maxAge, maxHeight, monthBirth, placeOfBirth, yearBirth];[];[];[minHeight];[];[];[confederation, secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR150;CONJUNCTIVE_CONTRACT;Test-06;10;4;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[dayBirth, minAge, minYear, monthBirth];[];[];[confederation, maxAge];[];[];[citizenship, countryOfBirth, yearBirth];[];[];[minHeight];[];[];[];[];[];[];[]
MR353;CONJUNCTIVE_CONTRACT;Test-13;10;3;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[dayBirth, minAge];[];[];[citizenship, countryOfBirth, exactSearch, monthBirth, secondCitizenship];[];[];[confederation, maxAge, minHeight];[];[];[];[];[];[];[];[];[];[]
MR311;CONJUNCTIVE_CONTRACT;Test-11;9;2;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[minAge, minYear];[];[];[countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, monthBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR507;CONJUNCTIVE_CONTRACT;Test-18;10;1;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, maxAge, maxHeight, minAge, minHeight, placeOfBirth, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR313;CONJUNCTIVE_CONTRACT;Test-11;9;4;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[dayBirth, maxAge, monthBirth, secondCitizenship];[];[];[countryOfBirth, minYear];[];[];[maxYear];[];[];[maxHeight, minAge];[];[];[];[];[];[];[]
MR42;CONJUNCTIVE_CONTRACT;Test-02;12;2;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, maxYear, minHeight, monthBirth, placeOfBirth, secondCitizenship];[];[];[dayBirth, maxAge, maxHeight, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR558;CONJUNCTIVE_CONTRACT;Test-20;12;3;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[citizenship, confederation, maxAge, maxHeight, maxYear];[];[];[countryOfBirth, minHeight, minYear, monthBirth];[];[];[exactSearch, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR107;CONJUNCTIVE_EXTEND;Test-04;9;3;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[dayBirth, minHeight];[];[];[citizenship, monthBirth, yearBirth];[];[];[confederation];[];[];[];[];[];[];[];[];[];[];[]
MR195;CONJUNCTIVE_EXTEND;Test-07;9;2;6;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[countryOfBirth, maxAge, maxYear, placeOfBirth];[];[];[minAge, monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR240;CONJUNCTIVE_CONTRACT;Test-09;10;4;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship];[];[];[dayBirth, exactSearch, maxAge, maxHeight, minHeight, monthBirth, placeOfBirth];[];[];[maxYear];[];[];[countryOfBirth];[];[];[];[];[];[];[]
MR281;CONJUNCTIVE_EXTEND;Test-10;9;2;6;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[exactSearch, maxYear, minYear];[];[];[citizenship, dayBirth, minAge];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR181;CONJUNCTIVE_CONTRACT;Test-07;9;5;9;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[];[dayBirth];[];[];[maxHeight, minHeight];[];[];[citizenship, confederation, exactSearch];[];[];[minYear, yearBirth];[];[];[secondCitizenship];[];[];[];[]
MR194;CONJUNCTIVE_EXTEND;Test-07;9;2;6;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[countryOfBirth, maxAge, maxYear, minAge, monthBirth];[];[];[placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR276;CONJUNCTIVE_CONTRACT;Test-10;9;4;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[confederation, maxAge, maxHeight, minHeight, placeOfBirth];[];[];[secondCitizenship];[];[];[countryOfBirth];[];[];[monthBirth, yearBirth];[];[];[];[];[];[];[]
MR337;CONJUNCTIVE_CONTRACT;Test-12;13;2;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, minAge, minHeight, minYear, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[confederation];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR481;CONJUNCTIVE_CONTRACT;Test-17;8;2;8;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[];[dayBirth, exactSearch, maxYear, minHeight, minYear];[];[];[maxAge, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR189;CONJUNCTIVE_CONTRACT;Test-07;9;3;9;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[];[citizenship];[];[];[confederation, dayBirth, exactSearch, maxHeight, minHeight, minYear, secondCitizenship];[];[];[yearBirth];[];[];[];[];[];[];[];[];[];[]
MR279;CONJUNCTIVE_CONTRACT;Test-10;9;2;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[confederation, countryOfBirth, maxAge, minHeight, monthBirth, secondCitizenship, yearBirth];[];[];[maxHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR555;DISJOINT_EXTEND;Test-19;12;3;3;[placeOfBirth, citizenship, secondCitizenship, confederation:FIFA, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[];[confederation:AFC];[];[];[confederation:CAF];[];[];[confederation:CONCACAF];[];[];[];[];[];[];[];[];[]
MR282;CONJUNCTIVE_EXTEND;Test-10;9;2;6;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[citizenship, exactSearch, maxYear, minAge, minYear];[];[];[dayBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR499;CONJUNCTIVE_EXTEND;Test-17;8;2;7;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[citizenship, countryOfBirth, maxHeight, minAge, monthBirth, placeOfBirth];[];[];[confederation];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR79;CONJUNCTIVE_EXTEND;Test-03;9;4;6;[placeOfBirth, confederation, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight];[secondCitizenship];[];[];[countryOfBirth, exactSearch, maxAge];[];[];[yearBirth];[];[];[citizenship];[];[];[];[];[];[];[];[]
MR491;CONJUNCTIVE_EXTEND;Test-17;8;4;7;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[citizenship, confederation, minAge];[];[];[countryOfBirth, maxHeight];[];[];[placeOfBirth];[];[];[monthBirth];[];[];[];[];[];[];[];[]
MR8;CONJUNCTIVE_CONTRACT;Test-01;10;3;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[citizenship, countryOfBirth, maxAge, minYear, secondCitizenship, yearBirth];[];[];[minAge];[];[];[dayBirth, exactSearch, monthBirth];[];[];[];[];[];[];[];[];[];[]
MR228;CONJUNCTIVE_EXTEND;Test-08;10;3;5;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[countryOfBirth, dayBirth, maxHeight];[];[];[exactSearch];[];[];[secondCitizenship];[];[];[];[];[];[];[];[];[];[];[]
MR354;CONJUNCTIVE_CONTRACT;Test-13;10;2;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[citizenship, confederation, countryOfBirth, dayBirth, maxAge, monthBirth, secondCitizenship];[];[];[exactSearch, minAge, minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR35;CONJUNCTIVE_CONTRACT;Test-02;12;2;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, dayBirth, maxAge, minHeight, yearBirth];[];[];[confederation, countryOfBirth, maxHeight, maxYear, monthBirth, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR111;DISJOINT_EXTEND;Test-04;9;6;6;[placeOfBirth, exactSearch, secondCitizenship:Argentina, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[];[secondCitizenship:Haiti];[];[];[secondCitizenship:Afghanistan];[];[];[secondCitizenship:Albania];[];[];[secondCitizenship:Algeria];[];[];[secondCitizenship:American Samoa];[];[];[secondCitizenship:American Virgin Islands]
MR363;CONJUNCTIVE_EXTEND;Test-13;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxHeight];[];[];[minYear];[];[];[maxYear, placeOfBirth, yearBirth];[];[];[];[];[];[];[];[];[];[];[]
MR335;CONJUNCTIVE_CONTRACT;Test-12;13;4;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[minHeight, placeOfBirth];[];[];[confederation, dayBirth, maxAge, maxHeight, maxYear, minYear, yearBirth];[];[];[countryOfBirth, minAge];[];[];[monthBirth, secondCitizenship];[];[];[];[];[];[];[]
MR405;CONJUNCTIVE_EXTEND;Test-14;10;4;5;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[exactSearch];[];[];[maxAge, secondCitizenship];[];[];[monthBirth];[];[];[confederation];[];[];[];[];[];[];[];[]
MR233;CONJUNCTIVE_EXTEND;Test-08;10;3;5;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[countryOfBirth, secondCitizenship];[];[];[dayBirth, maxHeight];[];[];[exactSearch];[];[];[];[];[];[];[];[];[];[];[]
MR427;CONJUNCTIVE_EXTEND;Test-15;10;2;5;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[dayBirth, exactSearch, maxAge, placeOfBirth];[];[];[minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR164;CONJUNCTIVE_EXTEND;Test-06;10;1;5;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[exactSearch, maxHeight, maxYear, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR541;CONJUNCTIVE_CONTRACT;Test-19;12;5;12;[placeOfBirth, citizenship, secondCitizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, minHeight];[];[];[placeOfBirth];[];[];[maxAge, maxHeight, maxYear, minAge, minYear, monthBirth, secondCitizenship];[];[];[yearBirth];[];[];[citizenship];[];[];[];[]
MR553;CONJUNCTIVE_EXTEND;Test-19;12;2;3;[placeOfBirth, citizenship, secondCitizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[countryOfBirth];[];[];[dayBirth, exactSearch];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR268;CONJUNCTIVE_CONTRACT;Test-10;9;3;9;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[];[confederation, minHeight, monthBirth];[];[];[maxAge];[];[];[countryOfBirth, maxHeight, placeOfBirth, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[]
MR16;CONJUNCTIVE_EXTEND;Test-01;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[maxHeight];[];[];[confederation, maxYear, minHeight];[];[];[placeOfBirth];[];[];[];[];[];[];[];[];[];[];[]
MR27;DISJOINT_EXTEND;Test-01;10;6;6;[exactSearch, citizenship:Germany, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[];[citizenship:Haiti];[];[];[citizenship:Afghanistan];[];[];[citizenship:Albania];[];[];[citizenship:Algeria];[];[];[citizenship:American Samoa];[];[];[citizenship:American Virgin Islands]
MR19;CONJUNCTIVE_EXTEND;Test-01;10;4;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[maxYear];[];[];[placeOfBirth];[];[];[maxHeight];[];[];[confederation, minHeight];[];[];[];[];[];[];[];[]
MR460;CONJUNCTIVE_EXTEND;Test-16;9;2;6;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[maxAge, minAge, secondCitizenship];[];[];[confederation, dayBirth, minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR487;CONJUNCTIVE_CONTRACT;Test-17;8;3;8;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[];[dayBirth, exactSearch, minHeight, yearBirth];[];[];[maxAge, maxYear, secondCitizenship];[];[];[minYear];[];[];[];[];[];[];[];[];[];[]
MR1;CONJUNCTIVE_CONTRACT;Test-01;10;2;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[citizenship, countryOfBirth, dayBirth, exactSearch, maxAge, minAge, minYear, secondCitizenship, yearBirth];[];[];[monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR95;CONJUNCTIVE_CONTRACT;Test-04;9;4;9;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[countryOfBirth, maxHeight, minYear];[];[];[maxAge, secondCitizenship];[];[];[minAge, placeOfBirth];[];[];[exactSearch, maxYear];[];[];[];[];[];[];[]
MR560;CONJUNCTIVE_CONTRACT;Test-20;12;1;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, exactSearch, maxAge, maxHeight, maxYear, minHeight, minYear, monthBirth, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR341;CONJUNCTIVE_CONTRACT;Test-12;13;4;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, countryOfBirth, maxYear, minYear, placeOfBirth];[];[];[secondCitizenship];[];[];[dayBirth, maxAge, maxHeight, minAge, yearBirth];[];[];[minHeight, monthBirth];[];[];[];[];[];[];[]
MR490;CONJUNCTIVE_EXTEND;Test-17;8;3;7;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[confederation, countryOfBirth, minAge, monthBirth, placeOfBirth];[];[];[citizenship];[];[];[maxHeight];[];[];[];[];[];[];[];[];[];[];[]
MR426;CONJUNCTIVE_EXTEND;Test-15;10;2;5;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[dayBirth, minHeight];[];[];[exactSearch, maxAge, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR550;CONJUNCTIVE_EXTEND;Test-19;12;1;3;[placeOfBirth, citizenship, secondCitizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[countryOfBirth, dayBirth, exactSearch];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR13;CONJUNCTIVE_CONTRACT;Test-01;10;3;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[citizenship, yearBirth];[];[];[exactSearch];[];[];[countryOfBirth, dayBirth, maxAge, minAge, minYear, monthBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR161;CONJUNCTIVE_CONTRACT;Test-06;10;2;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[countryOfBirth, minYear];[];[];[citizenship, confederation, dayBirth, maxAge, minAge, minHeight, monthBirth, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
