MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR92;CONJUNCTIVE_CONTRACT;Test-04;9;2;9;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[exactSearch, maxAge, maxHeight, maxYear, minYear, placeOfBirth, secondCitizenship];[];[];[countryOfBirth, minAge];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR368;CONJUNCTIVE_EXTEND;Test-13;10;2;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxYear, placeOfBirth, yearBirth];[];[];[maxHeight, minYear];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR353;CONJUNCTIVE_CONTRACT;Test-13;10;2;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[citizenship, confederation, countryOfBirth, dayBirth, exactSearch, maxAge, minHeight, monthBirth, secondCitizenship];[];[];[minAge];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR431;CONJUNCTIVE_EXTEND;Test-15;10;3;5;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[dayBirth, maxAge, placeOfBirth];[];[];[exactSearch];[];[];[minHeight];[];[];[];[];[];[];[];[];[];[];[]
MR36;CONJUNCTIVE_CONTRACT;Test-02;12;3;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[confederation, countryOfBirth, maxHeight, maxYear, monthBirth, placeOfBirth];[];[];[citizenship, maxAge, minHeight, secondCitizenship, yearBirth];[];[];[dayBirth];[];[];[];[];[];[];[];[];[];[]
MR7;CONJUNCTIVE_CONTRACT;Test-01;10;2;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[maxAge, minAge, minYear, monthBirth];[];[];[citizenship, countryOfBirth, dayBirth, exactSearch, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR64;CONJUNCTIVE_CONTRACT;Test-03;9;5;9;[placeOfBirth, confederation, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, dayBirth, monthBirth];[];[];[minYear, placeOfBirth];[];[];[maxHeight];[];[];[maxYear, minAge];[];[];[minHeight];[];[];[];[]
MR81;DISJOINT_EXTEND;Test-03;9;5;5;[placeOfBirth, confederation:UEFA, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[];[confederation:AFC];[];[];[confederation:CAF];[];[];[confederation:CONCACAF];[];[];[confederation:CONMEBOL];[];[];[confederation:OFC];[];[];[]
MR320;CONJUNCTIVE_EXTEND;Test-11;9;2;6;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[citizenship, confederation, exactSearch, placeOfBirth, yearBirth];[];[];[minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR283;CONJUNCTIVE_EXTEND;Test-10;9;4;6;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[maxYear];[];[];[citizenship, minAge];[];[];[dayBirth, minYear];[];[];[exactSearch];[];[];[];[];[];[];[];[]
MR207;CONJUNCTIVE_CONTRACT;Test-08;10;4;10;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[];[confederation, maxYear, minAge, minHeight];[];[];[citizenship, maxAge, minYear, placeOfBirth];[];[];[monthBirth];[];[];[yearBirth];[];[];[];[];[];[];[]
MR84;CONJUNCTIVE_CONTRACT;Test-04;9;2;9;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[exactSearch, maxAge, maxYear, minYear, secondCitizenship];[];[];[countryOfBirth, maxHeight, minAge, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR331;EQUIVALENCE_EXTEND;Test-11;9;1;1;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[minHeight:0];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR468;EQUIVALENCE_EXTEND;Test-16;9;2;3;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[minAge:0, minHeight:0];[];[];[maxAge:150];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR244;CONJUNCTIVE_CONTRACT;Test-09;10;4;10;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[];[countryOfBirth, dayBirth, exactSearch, maxHeight, monthBirth, placeOfBirth];[];[];[maxAge];[];[];[citizenship, maxYear];[];[];[minHeight];[];[];[];[];[];[];[]
MR117;CONJUNCTIVE_CONTRACT;Test-05;8;2;8;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[];[citizenship, confederation, exactSearch, minAge, yearBirth];[];[];[maxYear, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR396;CONJUNCTIVE_EXTEND;Test-14;10;3;5;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[confederation];[];[];[exactSearch, monthBirth, secondCitizenship];[];[];[maxAge];[];[];[];[];[];[];[];[];[];[];[]
MR33;CONJUNCTIVE_CONTRACT;Test-02;12;1;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, minHeight, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR162;CONJUNCTIVE_EXTEND;Test-06;10;2;5;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[exactSearch, maxYear, secondCitizenship];[];[];[maxHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR203;EQUIVALENCE_EXTEND;Test-07;9;1;3;[exactSearch, citizenship, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight];[maxAge:150, maxYear:2006, minAge:0];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR106;DISJOINT_EXTEND;Test-04;9;3;3;[placeOfBirth, exactSearch, secondCitizenship:Argentina, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[];[secondCitizenship:Haiti];[];[];[secondCitizenship:Afghanistan];[];[];[secondCitizenship:Albania];[];[];[];[];[];[];[];[];[]
MR379;EQUIVALENCE_EXTEND;Test-13;10;2;3;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxYear:2006, minYear:1850];[];[];[maxHeight:220];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR148;CONJUNCTIVE_CONTRACT;Test-06;10;3;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[citizenship];[];[];[confederation, countryOfBirth, dayBirth, maxAge, minAge, minHeight, minYear, monthBirth];[];[];[yearBirth];[];[];[];[];[];[];[];[];[];[]
MR412;CONJUNCTIVE_CONTRACT;Test-15;10;2;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[citizenship, confederation, countryOfBirth, maxHeight, maxYear, minYear, secondCitizenship, yearBirth];[];[];[minAge, monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR223;CONJUNCTIVE_EXTEND;Test-08;10;2;5;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[countryOfBirth, dayBirth, maxHeight, secondCitizenship];[];[];[exactSearch];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR100;CONJUNCTIVE_EXTEND;Test-04;9;4;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[confederation, minHeight];[];[];[yearBirth];[];[];[citizenship, dayBirth];[];[];[monthBirth];[];[];[];[];[];[];[];[]
MR40;CONJUNCTIVE_CONTRACT;Test-02;12;3;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, dayBirth, maxHeight, maxYear, minHeight, placeOfBirth, secondCitizenship, yearBirth];[];[];[maxAge];[];[];[monthBirth];[];[];[];[];[];[];[];[];[];[]
MR405;CONJUNCTIVE_EXTEND;Test-14;10;4;5;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[maxAge, secondCitizenship];[];[];[monthBirth];[];[];[exactSearch];[];[];[confederation];[];[];[];[];[];[];[];[]
MR282;CONJUNCTIVE_EXTEND;Test-10;9;3;6;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[dayBirth];[];[];[citizenship, maxYear];[];[];[exactSearch, minAge, minYear];[];[];[];[];[];[];[];[];[];[];[]
MR119;CONJUNCTIVE_CONTRACT;Test-05;8;3;8;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[];[exactSearch, maxYear, minAge, secondCitizenship];[];[];[placeOfBirth];[];[];[citizenship, confederation, yearBirth];[];[];[];[];[];[];[];[];[];[]
MR372;CONJUNCTIVE_EXTEND;Test-13;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[yearBirth];[];[];[maxYear, minYear, placeOfBirth];[];[];[maxHeight];[];[];[];[];[];[];[];[];[];[];[]
MR386;CONJUNCTIVE_CONTRACT;Test-14;10;2;10;[placeOfBirth, citizenship, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[citizenship, countryOfBirth, maxYear, minAge, minHeight, minYear, yearBirth];[];[];[dayBirth, maxHeight, placeOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR345;CONJUNCTIVE_CONTRACT;Test-12;13;3;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[countryOfBirth, minYear, placeOfBirth];[];[];[confederation, dayBirth, maxAge, maxHeight, maxYear, minHeight, monthBirth, secondCitizenship, yearBirth];[];[];[minAge];[];[];[];[];[];[];[];[];[];[]
MR98;CONJUNCTIVE_EXTEND;Test-04;9;2;6;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[citizenship, confederation, dayBirth, minHeight, yearBirth];[];[];[monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR11;CONJUNCTIVE_CONTRACT;Test-01;10;2;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[citizenship, dayBirth, exactSearch, maxAge, minAge, minYear, monthBirth, secondCitizenship, yearBirth];[];[];[countryOfBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR473;CONJUNCTIVE_CONTRACT;Test-17;8;5;8;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[];[dayBirth, exactSearch, maxYear, minHeight];[];[];[minYear];[];[];[yearBirth];[];[];[secondCitizenship];[];[];[maxAge];[];[];[];[]
MR508;CONJUNCTIVE_CONTRACT;Test-18;10;2;10;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, maxAge, maxHeight, minAge, minHeight, placeOfBirth, secondCitizenship];[];[];[yearBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR492;CONJUNCTIVE_EXTEND;Test-17;8;3;7;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[confederation, maxHeight, minAge, monthBirth, placeOfBirth];[];[];[citizenship];[];[];[countryOfBirth];[];[];[];[];[];[];[];[];[];[];[]
MR138;EQUIVALENCE_EXTEND;Test-05;8;2;4;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation, yearBirth, minAge, maxYear];[maxAge:150, minHeight:0, minYear:1850];[];[];[maxHeight:220];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR344;CONJUNCTIVE_CONTRACT;Test-12;13;3;13;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[countryOfBirth, minHeight, minYear, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[dayBirth, maxAge];[];[];[confederation, maxHeight, maxYear, minAge];[];[];[];[];[];[];[];[];[];[]
MR409;DISJOINT_EXTEND;Test-14;10;5;5;[placeOfBirth, citizenship, countryOfBirth:Germany, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[];[countryOfBirth:Haiti];[];[];[countryOfBirth:Afghanistan];[];[];[countryOfBirth:Albania];[];[];[countryOfBirth:Algeria];[];[];[countryOfBirth:American Samoa];[];[];[]
MR0;CONJUNCTIVE_CONTRACT;Test-01;10;3;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[];[citizenship, exactSearch, minAge, monthBirth, secondCitizenship];[];[];[countryOfBirth, maxAge, minYear];[];[];[dayBirth, yearBirth];[];[];[];[];[];[];[];[];[];[]
MR29;EQUIVALENCE_EXTEND;Test-01;10;3;3;[exactSearch, citizenship, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear];[maxYear:2006];[];[];[minHeight:0];[];[];[maxHeight:220];[];[];[];[];[];[];[];[];[];[];[]
MR362;CONJUNCTIVE_EXTEND;Test-13;10;3;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxHeight, placeOfBirth, yearBirth];[];[];[maxYear];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[]
MR298;EQUIVALENCE_EXTEND;Test-10;9;2;3;[placeOfBirth, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight];[maxYear:2006, minYear:1850];[];[];[minAge:0];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR499;DISJOINT_EXTEND;Test-17;8;5;5;[exactSearch, secondCitizenship:Argentina, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[];[];[secondCitizenship:Haiti];[];[];[secondCitizenship:Afghanistan];[];[];[secondCitizenship:Albania];[];[];[secondCitizenship:Algeria];[];[];[secondCitizenship:American Samoa];[];[];[]
MR437;DISJOINT_EXTEND;Test-15;10;4;4;[citizenship, secondCitizenship, countryOfBirth, confederation:UEFA, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[];[confederation:AFC];[];[];[confederation:CAF];[];[];[confederation:CONCACAF];[];[];[confederation:CONMEBOL];[];[];[];[];[];[]
MR146;CONJUNCTIVE_CONTRACT;Test-06;10;2;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[citizenship, dayBirth, maxAge, minYear, monthBirth, yearBirth];[];[];[confederation, countryOfBirth, minAge, minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR464;CONJUNCTIVE_EXTEND;Test-16;9;2;6;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[dayBirth, maxAge, minHeight, secondCitizenship];[];[];[confederation, minAge];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR543;CONJUNCTIVE_CONTRACT;Test-19;12;2;12;[placeOfBirth, citizenship, secondCitizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight];[];[citizenship, confederation, maxYear, minAge, minYear, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[maxAge, maxHeight, minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR309;CONJUNCTIVE_CONTRACT;Test-11;9;2;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[minAge, minYear, secondCitizenship];[];[];[countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, monthBirth];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR367;CONJUNCTIVE_EXTEND;Test-13;10;5;5;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[maxHeight];[];[];[maxYear];[];[];[minYear];[];[];[yearBirth];[];[];[placeOfBirth];[];[];[];[];[]
MR41;CONJUNCTIVE_CONTRACT;Test-02;12;2;12;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight];[];[citizenship, confederation, countryOfBirth, dayBirth, maxAge, maxYear, minHeight, monthBirth, placeOfBirth, secondCitizenship, yearBirth];[];[];[maxHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR147;CONJUNCTIVE_CONTRACT;Test-06;10;3;10;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[];[minAge];[];[];[citizenship, confederation, dayBirth, maxAge, minYear, monthBirth, yearBirth];[];[];[countryOfBirth, minHeight];[];[];[];[];[];[];[];[];[];[]
MR451;CONJUNCTIVE_CONTRACT;Test-16;9;4;9;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[];[countryOfBirth, exactSearch, monthBirth];[];[];[citizenship, yearBirth];[];[];[maxHeight, minYear, placeOfBirth];[];[];[maxYear];[];[];[];[];[];[];[]
MR83;CONJUNCTIVE_CONTRACT;Test-04;9;3;9;[placeOfBirth, exactSearch, secondCitizenship, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[exactSearch, maxAge, maxHeight, minAge, minYear];[];[];[countryOfBirth, maxYear, placeOfBirth];[];[];[secondCitizenship];[];[];[];[];[];[];[];[];[];[]
MR374;DISJOINT_EXTEND;Test-13;10;3;3;[exactSearch, citizenship, secondCitizenship:Spain, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[];[secondCitizenship:Haiti];[];[];[secondCitizenship:Afghanistan];[];[];[secondCitizenship:Albania];[];[];[];[];[];[];[];[];[]
MR526;CONJUNCTIVE_EXTEND;Test-18;10;2;5;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight];[dayBirth, maxYear, minYear, monthBirth];[];[];[exactSearch];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR304;CONJUNCTIVE_CONTRACT;Test-11;9;2;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[dayBirth, maxAge, maxYear, minAge, minYear, monthBirth, secondCitizenship];[];[];[countryOfBirth, maxHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR474;CONJUNCTIVE_CONTRACT;Test-17;8;5;8;[exactSearch, secondCitizenship, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight];[];[maxAge, minYear];[];[];[minHeight];[];[];[dayBirth];[];[];[exactSearch, secondCitizenship, yearBirth];[];[];[maxYear];[];[];[];[]
MR556;CONJUNCTIVE_CONTRACT;Test-20;12;3;12;[placeOfBirth, exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, maxAge, minYear, maxYear, minHeight, maxHeight];[];[citizenship, confederation, exactSearch, maxAge, maxHeight, maxYear, minHeight, placeOfBirth, secondCitizenship];[];[];[countryOfBirth];[];[];[minYear, monthBirth];[];[];[];[];[];[];[];[];[];[]
MR312;CONJUNCTIVE_CONTRACT;Test-11;9;2;9;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[];[countryOfBirth, dayBirth, maxAge, maxHeight, maxYear, minAge, monthBirth, secondCitizenship];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR411;CONJUNCTIVE_CONTRACT;Test-15;10;3;10;[citizenship, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight];[];[citizenship, confederation, maxHeight, maxYear, minAge, minYear, monthBirth, yearBirth];[];[];[secondCitizenship];[];[];[countryOfBirth];[];[];[];[];[];[];[];[];[];[]
MR454;CONJUNCTIVE_EXTEND;Test-16;9;1;6;[placeOfBirth, exactSearch, citizenship, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight];[confederation, dayBirth, maxAge, minAge, minHeight, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR161;CONJUNCTIVE_EXTEND;Test-06;10;1;5;[citizenship, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight];[exactSearch, maxHeight, maxYear, placeOfBirth, secondCitizenship];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR259;CONJUNCTIVE_EXTEND;Test-09;10;2;5;[placeOfBirth, exactSearch, citizenship, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight];[confederation, minAge, secondCitizenship, yearBirth];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR356;CONJUNCTIVE_CONTRACT;Test-13;10;3;10;[exactSearch, citizenship, secondCitizenship, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight];[];[countryOfBirth, exactSearch, maxAge, minHeight, monthBirth, secondCitizenship];[];[];[confederation];[];[];[citizenship, dayBirth, minAge];[];[];[];[];[];[];[];[];[];[]
MR319;CONJUNCTIVE_EXTEND;Test-11;9;2;6;[secondCitizenship, countryOfBirth, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight];[citizenship, exactSearch, minHeight, placeOfBirth, yearBirth];[];[];[confederation];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR217;CONJUNCTIVE_CONTRACT;Test-08;10;2;10;[placeOfBirth, citizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight];[];[citizenship, confederation, maxAge, maxYear, minAge, minHeight, monthBirth, placeOfBirth, yearBirth];[];[];[minYear];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR54;CONJUNCTIVE_CONTRACT;Test-03;9;2;9;[placeOfBirth, confederation, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight];[];[confederation, dayBirth, maxHeight, maxYear, minAge, minYear, monthBirth, placeOfBirth];[];[];[minHeight];[];[];[];[];[];[];[];[];[];[];[];[];[]
